TABELA DE PREÇOS 03/03/2026;;;;;;;;
ABRIDORES E CHAVEIROS;;;;;;;;
Código;Categoria;Descrição do Serviço;Cores;Peso;Qtde;Tam;Prazo;Preço R$
R90322A;REVISTA;COUCHE BRILHO - 90g;4X4;480;5;210 x 300;2;R$ 177,50
R90323A;REVISTA;COUCHE BRILHO - 90g;4X4;1920;10;210 x 300;2;R$ 335,50
R90324A;REVISTA;COUCHE BRILHO - 90g;4X4;2400;25;210 x 300;2;R$ 797,99
R90325A;REVISTA;COUCHE BRILHO - 90g;4X4;4800;50;210 x 300;2;R$ 1.538,50
R90326A;REVISTA;COUCHE BRILHO - 90g;4X4;19200;100;210 x 300;2;R$ 2.985,50
R90328A;REVISTA;COUCHE BRILHO - 90g;4X4;48000;500;210 x 300;5;R$ 4.988,50
R90329A;REVISTA;COUCHE BRILHO - 90g;4X4;192000;1000;210 x 300;5;R$ 5.852,50
R90481;REVISTA;COUCHE BRILHO - 90g;4X4;144;1;150 x 210;2;R$ 36,50
R904810;REVISTA;COUCHE BRILHO - 90g;4X4;360000;2500;150 x 210;5;R$ 6.480,99
R904811;REVISTA;COUCHE BRILHO - 90g;4X4;720000;5000;150 x 210;5;R$ 10.727,99
R90482;REVISTA;COUCHE BRILHO - 90g;4X4;720;5;150 x 210;2;R$ 136,99
R90483;REVISTA;COUCHE BRILHO - 90g;4X4;1440;10;150 x 210;2;R$ 254,50
R90484;REVISTA;COUCHE BRILHO - 90g;4X4;3600;25;150 x 210;2;R$ 602,99
R90485;REVISTA;COUCHE BRILHO - 90g;4X4;7200;50;150 x 210;2;R$ 1.161,50
R90486;REVISTA;COUCHE BRILHO - 90g;4X4;14400;100;150 x 210;2;R$ 2.245,50
R90488;REVISTA;COUCHE BRILHO - 90g;4X4;72000;500;150 x 210;5;R$ 3.546,99
R90489;REVISTA;COUCHE BRILHO - 90g;4X4;144000;1000;150 x 210;5;R$ 4.445,50
R904810A;REVISTA;COUCHE BRILHO - 90g;4X4;720000;2500;210 x 300;5;R$ 12.737,99
R904811A;REVISTA;COUCHE BRILHO - 90g;4X4;1440000;5000;210 x 300;5;R$ 21.076,50
R90481A;REVISTA;COUCHE BRILHO - 90g;4X4;288;1;210 x 300;2;R$ 62,50
R90482A;REVISTA;COUCHE BRILHO - 90g;4X4;1440;5;210 x 300;2;R$ 262,50
R90483A;REVISTA;COUCHE BRILHO - 90g;4X4;2880;10;210 x 300;2;R$ 497,50
R90484A;REVISTA;COUCHE BRILHO - 90g;4X4;7200;25;210 x 300;2;R$ 1.192,50
R90485A;REVISTA;COUCHE BRILHO - 90g;4X4;14400;50;210 x 300;2;R$ 2.303,50
R90486A;REVISTA;COUCHE BRILHO - 90g;4X4;28800;100;210 x 300;2;R$ 4.463,50
R90488A;REVISTA;COUCHE BRILHO - 90g;4X4;144000;500;210 x 300;5;R$ 6.390,50
R90489A;REVISTA;COUCHE BRILHO - 90g;4X4;288000;1000;210 x 300;5;R$ 8.761,50
RIFA;;;;;;;;
Código;Categoria;Descrição do Serviço;Cores;Peso;Qtde;Tam;Prazo;Preço R$
RA751571;RIFA;APERGAMINHADO - 75g;1X0;44;50;155 x 75;1;R$ 10,50
RA7515710;RIFA;APERGAMINHADO - 75g;1X0;436;500;155 x 75;1;R$ 31,50
RA751572;RIFA;APERGAMINHADO - 75g;1X0;87;100;155 x 75;1;R$ 12,50
RA7515720;RIFA;APERGAMINHADO - 75g;1X0;872;1000;155 x 75;1;R$ 55,99
RA751575;RIFA;APERGAMINHADO - 75g;1X0;218;250;155 x 75;1;R$ 19,50
RA901571;RIFA;APERGAMINHADO - 90g;4X0;52;50;155 x 75;1;R$ 14,50
RA9015710;RIFA;APERGAMINHADO - 90g;4X0;523;500;155 x 75;1;R$ 83,50
RA901572;RIFA;APERGAMINHADO - 90g;4X0;105;100;155 x 75;1;R$ 23,50
RA9015720;RIFA;APERGAMINHADO - 90g;4X0;1046;1000;155 x 75;1;R$ 157,99
RA901575;RIFA;APERGAMINHADO - 90g;4X0;262;250;155 x 75;1;R$ 45,50
ROLL UP;;;;;;;;
Código;Categoria;Descrição do Serviço;Cores;Peso;Qtde;Tam;Prazo;Preço R$
ROLLUP001;ROLL UP;LONA FRONT LIGHT - 240g;4X0;2700;1;800 x 2040;2;R$ 251,99
ROLLUP002;ROLL UP;LONA FRONT LIGHT - 240g;4X0;8100;3;800 x 2040;2;R$ 716,99
ROLLUP003;ROLL UP;LONA FRONT LIGHT - 240g;4X0;13500;5;800 x 2040;2;R$ 1.149,99
ROLLUP004;ROLL UP;LONA FRONT LIGHT - 240g;4X0;27000;10;800 x 2040;2;R$ 2.219,99
ROLLUP005;ROLL UP;LONA FRONT LIGHT - 240g;4X0;907;1;800 x 2040;1;R$ 95,99
RÓTULOS EM BOBINA PARA FRIOS E CONGELADOS;;;;;;;;
Código;Categoria;Descrição do Serviço;Cores;Peso;Qtde;Tam;Prazo;Preço R$
ADEHOT001;RÓTULOS EM BOBINA PARA FRIOS E CONGELADOS;BOPP BRANCO - BOBINA COM HOTSTAMPING - 127g;1X0;12;1000;10 x 10;6;R$ 11,27
ADEHOT005;RÓTULOS EM BOBINA PARA FRIOS E CONGELADOS;BOPP BRANCO - BOBINA COM HOTSTAMPING - 127g;4X0;12;1000;10 x 10;6;R$ 13,27
RBFG1;RÓTULOS EM BOBINA PARA FRIOS E CONGELADOS;BOPP BRANCO BOBINA - ROTULO - GLASSINE BORRACHA - 127g;4X0;3;100;10 x 10;3;R$ 0,57
RBFG2;RÓTULOS EM BOBINA PARA FRIOS E CONGELADOS;BOPP METALIZADO BRANCO BOBINA - ROTULO - GLASSINE BORRACHA - 127g;4X0;1;100;10 x 10;3;R$ 0,65
RBFG3;RÓTULOS EM BOBINA PARA FRIOS E CONGELADOS;BOPP METALIZADO BOBINA - ROTULO - GLASSINE BORRACHA - 127g;4X0;1;100;10 x 10;3;R$ 0,62
ADEHOT002;RÓTULOS EM BOBINA PARA FRIOS E CONGELADOS;BOPP TRANSPARENTE - BOBINA - COM HOTSTAMPING - 127g;1X0;12;1000;10 x 10;6;R$ 8,60
ADEHOT006;RÓTULOS EM BOBINA PARA FRIOS E CONGELADOS;BOPP TRANSPARENTE - BOBINA - COM HOTSTAMPING - 127g;4X0;12;1000;10 x 10;6;R$ 10,60
RBFG5;RÓTULOS EM BOBINA PARA FRIOS E CONGELADOS;BOPP TRANSPARENTE BOBINA - ROTULO - GLASSINE BORRACHA - 127g;4X0;1;100;10 x 10;3;R$ 0,31
RÓTULOS EM BOBINA;;;;;;;;
Código;Categoria;Descrição do Serviço;Cores;Peso;Qtde;Tam;Prazo;Preço R$
ADEHOT003;RÓTULOS EM BOBINA;BOPP BRANCO - BOBINA COM HOTSTAMPING - 127g;1X0;12;1000;10 x 10;6;R$ 10,96
ADEHOT007;RÓTULOS EM BOBINA;BOPP BRANCO - BOBINA COM HOTSTAMPING - 127g;4X0;12;1000;10 x 10;6;R$ 12,95
ADEHOT004;RÓTULOS EM BOBINA;BOPP TRANSPARENTE - BOBINA - COM HOTSTAMPING - 127g;1X0;12;1000;10 x 10;6;R$ 11,01
ADEHOT008;RÓTULOS EM BOBINA;BOPP TRANSPARENTE - BOBINA - COM HOTSTAMPING - 127g;4X0;12;1000;10 x 10;6;R$ 13,01
ADEHOT029;RÓTULOS EM BOBINA;BOPP BRANCO - BOBINA COM HOTSTAMPING - 127g;1X0;12;1000;10 x 10;6;R$ 10,01
ADEHOT030;RÓTULOS EM BOBINA;BOPP BRANCO - BOBINA COM HOTSTAMPING - 127g;4X0;12;1000;10 x 10;6;R$ 12,01
ADESOFT001;RÓTULOS EM BOBINA;BOPP BRANCO - BOBINA COM SOFT TOUCH - 127g;4X0;12;1000;10 x 10;5;R$ 10,37
ADESOFT003;RÓTULOS EM BOBINA;BOPP METALIZADO - BOBINA COM SOFT TOUCH - 127g;4X0;12;1000;10 x 10;5;R$ 10,86
ADESOFT005;RÓTULOS EM BOBINA;BOPP METALIZADO COM TINTA BRANCA - BOBINA COM SOFT TOUCH - 127g;4X0;12;1000;10 x 10;5;R$ 11,24
ADESOFT002;RÓTULOS EM BOBINA;BOPP TRANSPARENTE - BOBINA COM SOFT TOUCH - 127g;4X0;12;1000;10 x 10;5;R$ 7,70
ADESOFT004;RÓTULOS EM BOBINA;BOPP TRANSPARENTE COM TINTA BRANCA - BOBINA COM SOFT TOUCH - 127g;4X0;12;1000;10 x 10;5;R$ 8,08
RBM1M2;RÓTULOS EM BOBINA;ADESIVO BOPP METALIZADO COM TINTA BRANCA BOBINA - ROTULO - 127g;4X0;1;100;10 x 10;3;R$ 0,66
RBTB1M2;RÓTULOS EM BOBINA;ADESIVO BOPP TRANSPARENTE COM TINTA BRANCA BOBINA - ROTULO - 127g;4X0;1;100;10 x 10;3;R$ 0,59
RB16M2;RÓTULOS EM BOBINA;ADESIVO BOPP BRANCO BOBINA - ROTULO - 127g;4X0;1;100;10 x 10;3;R$ 0,54
RBM13M2;RÓTULOS EM BOBINA;ADESIVO BOPP METALIZADO BOBINA - ROTULO - 127g;4X0;1;100;10 x 10;3;R$ 0,62
RBT13M2;RÓTULOS EM BOBINA;ADESIVO BOPP TRANSPARENTE BOBINA - ROTULO - 127g;4X0;1;100;10 x 10;3;R$ 0,55
RBIN10;RÓTULOS EM BOBINA;ADESIVO PAPEL BOBINA - ROTULO - 127g;4X0;1;100;10 x 10;2;R$ 0,47
RBPM2C1;RÓTULOS EM BOBINA;ADESIVO PAPEL BOBINA - ROTULO COLA BORACHA - 127g;4X0;1;100;10 x 10;2;R$ 0,48
RÓTULOS;;;;;;;;
Código;Categoria;Descrição do Serviço;Cores;Peso;Qtde;Tam;Prazo;Preço R$
RV1300C;RÓTULOS;ADESIVO BOPP BRANCO - 120g;4X0;2187;1000;135 x 135;2;R$ 1.496,50
RV1313100C;RÓTULOS;ADESIVO BOPP BRANCO - 120g;4X0;219;100;135 x 135;2;R$ 156,99
RV131320C;RÓTULOS;ADESIVO BOPP BRANCO - 120g;4X0;44;20;135 x 135;2;R$ 42,99
RV1313250C;RÓTULOS;ADESIVO BOPP BRANCO - 120g;4X0;547;250;135 x 135;2;R$ 376,99
RV1313500C;RÓTULOS;ADESIVO BOPP BRANCO - 120g;4X0;1094;500;135 x 135;2;R$ 750,50
RV131350C;RÓTULOS;ADESIVO BOPP BRANCO - 120g;4X0;109;50;135 x 135;2;R$ 78,99
RV5101000C;RÓTULOS;ADESIVO BOPP BRANCO - 120g;4X0;600;1000;50 x 100;2;R$ 413,99
RV510100C;RÓTULOS;ADESIVO BOPP BRANCO - 120g;4X0;60;100;50 x 100;2;R$ 48,99
RV51020C;RÓTULOS;ADESIVO BOPP BRANCO - 120g;4X0;12;20;50 x 100;2;R$ 16,50
RV510250C;RÓTULOS;ADESIVO BOPP BRANCO - 120g;4X0;150;250;50 x 100;2;R$ 106,99
RV510500C;RÓTULOS;ADESIVO BOPP BRANCO - 120g;4X0;300;500;50 x 100;2;R$ 208,99
RV51050C;RÓTULOS;ADESIVO BOPP BRANCO - 120g;4X0;30;50;50 x 100;2;R$ 26,99
RV9101000C;RÓTULOS;ADESIVO BOPP BRANCO - 120g;4X0;1080;1000;90 x 100;2;R$ 741,50
RV910100C;RÓTULOS;ADESIVO BOPP BRANCO - 120g;4X0;108;100;90 x 100;2;R$ 80,99
RV91020C;RÓTULOS;ADESIVO BOPP BRANCO - 120g;4X0;22;20;90 x 100;2;R$ 23,99
RV910250C;RÓTULOS;ADESIVO BOPP BRANCO - 120g;4X0;270;250;90 x 100;2;R$ 191,99
RV910500C;RÓTULOS;ADESIVO BOPP BRANCO - 120g;4X0;540;500;90 x 100;2;R$ 372,99
RV91050C;RÓTULOS;ADESIVO BOPP BRANCO - 120g;4X0;54;50;90 x 100;2;R$ 51,99
R13131000C;RÓTULOS;ADESIVO BOPP METALIZADO COM TINTA BRANCA - 120g;4X0;2187;1000;135 x 135;2;R$ 1.075,50
RMB1310C;RÓTULOS;ADESIVO BOPP METALIZADO COM TINTA BRANCA - 120g;4X0;219;100;135 x 135;2;R$ 113,99
RMB13130C;RÓTULOS;ADESIVO BOPP METALIZADO COM TINTA BRANCA - 120g;4X0;1094;500;135 x 135;2;R$ 545,50
RMB131320C;RÓTULOS;ADESIVO BOPP METALIZADO COM TINTA BRANCA - 120g;4X0;44;20;135 x 135;2;R$ 29,99
RMB131350C;RÓTULOS;ADESIVO BOPP METALIZADO COM TINTA BRANCA - 120g;4X0;109;50;135 x 135;2;R$ 61,99
RMB1325;RÓTULOS;ADESIVO BOPP METALIZADO COM TINTA BRANCA - 120g;4X0;547;250;135 x 135;2;R$ 276,99
RM1000C;RÓTULOS;ADESIVO BOPP METALIZADO COM TINTA BRANCA - 120g;4X0;600;1000;50 x 100;2;R$ 458,99
RMB510100C;RÓTULOS;ADESIVO BOPP METALIZADO COM TINTA BRANCA - 120g;4X0;60;100;50 x 100;2;R$ 51,99
RMB51020C;RÓTULOS;ADESIVO BOPP METALIZADO COM TINTA BRANCA - 120g;4X0;12;20;50 x 100;2;R$ 17,50
RMB510250C;RÓTULOS;ADESIVO BOPP METALIZADO COM TINTA BRANCA - 120g;4X0;150;250;50 x 100;2;R$ 131,99
RMB510500C;RÓTULOS;ADESIVO BOPP METALIZADO COM TINTA BRANCA - 120g;4X0;300;500;50 x 100;2;R$ 248,99
RMB51050C;RÓTULOS;ADESIVO BOPP METALIZADO COM TINTA BRANCA - 120g;4X0;30;50;50 x 100;2;R$ 33,99
RMB91010;RÓTULOS;ADESIVO BOPP METALIZADO COM TINTA BRANCA - 120g;4X0;1080;1000;90 x 100;2;R$ 593,50
RMB910100C;RÓTULOS;ADESIVO BOPP METALIZADO COM TINTA BRANCA - 120g;4X0;108;100;90 x 100;2;R$ 86,99
RMB91020C;RÓTULOS;ADESIVO BOPP METALIZADO COM TINTA BRANCA - 120g;4X0;22;20;90 x 100;2;R$ 20,99
RMB910250C;RÓTULOS;ADESIVO BOPP METALIZADO COM TINTA BRANCA - 120g;4X0;270;250;90 x 100;2;R$ 183,99
RMB910500C;RÓTULOS;ADESIVO BOPP METALIZADO COM TINTA BRANCA - 120g;4X0;540;500;90 x 100;2;R$ 333,99
RMB91050C;RÓTULOS;ADESIVO BOPP METALIZADO COM TINTA BRANCA - 120g;4X0;54;50;90 x 100;2;R$ 43,99
ROT01;RÓTULOS;ADESIVO BOPP METALIZADO - ROTULO - 120g;4X0;44;20;135 x 135;2;R$ 28,99
ROT02;RÓTULOS;ADESIVO BOPP METALIZADO - ROTULO - 120g;4X0;109;50;135 x 135;2;R$ 62,99
ROT03;RÓTULOS;ADESIVO BOPP METALIZADO - ROTULO - 120g;4X0;219;100;135 x 135;2;R$ 108,99
ROT04;RÓTULOS;ADESIVO BOPP METALIZADO - ROTULO - 120g;4X0;547;250;135 x 135;2;R$ 265,99
ROT05;RÓTULOS;ADESIVO BOPP METALIZADO - ROTULO - 120g;4X0;1094;500;135 x 135;2;R$ 522,50
ROT06;RÓTULOS;ADESIVO BOPP METALIZADO - ROTULO - 120g;4X0;2187;1000;135 x 135;2;R$ 1.034,50
ROT07;RÓTULOS;ADESIVO BOPP METALIZADO - ROTULO - 120g;4X0;12;20;50 x 100;2;R$ 15,50
ROT08;RÓTULOS;ADESIVO BOPP METALIZADO - ROTULO - 120g;4X0;30;50;50 x 100;2;R$ 29,99
ROT09;RÓTULOS;ADESIVO BOPP METALIZADO - ROTULO - 120g;4X0;60;100;50 x 100;2;R$ 45,99
ROT10;RÓTULOS;ADESIVO BOPP METALIZADO - ROTULO - 120g;4X0;150;250;50 x 100;2;R$ 110,99
ROT11;RÓTULOS;ADESIVO BOPP METALIZADO - ROTULO - 120g;4X0;300;500;50 x 100;2;R$ 211,99
ROT12;RÓTULOS;ADESIVO BOPP METALIZADO - ROTULO - 120g;4X0;600;1000;50 x 100;2;R$ 413,99
ROT13;RÓTULOS;ADESIVO BOPP METALIZADO - ROTULO - 120g;4X0;22;20;90 x 100;2;R$ 18,99
ROT14;RÓTULOS;ADESIVO BOPP METALIZADO - ROTULO - 120g;4X0;54;50;90 x 100;2;R$ 39,99
ROT15;RÓTULOS;ADESIVO BOPP METALIZADO - ROTULO - 120g;4X0;108;100;90 x 100;2;R$ 74,99
ROT16;RÓTULOS;ADESIVO BOPP METALIZADO - ROTULO - 120g;4X0;270;250;90 x 100;2;R$ 143,99
ROT17;RÓTULOS;ADESIVO BOPP METALIZADO - ROTULO - 120g;4X0;540;500;90 x 100;2;R$ 281,99
ROT18;RÓTULOS;ADESIVO BOPP METALIZADO - ROTULO - 120g;4X0;1080;1000;90 x 100;2;R$ 541,50
ROT19;RÓTULOS;ADESIVO BOPP TRANSPARENTE COM TINTA BRANCA - 120g;4X0;44;20;135 x 135;2;R$ 30,99
ROT20;RÓTULOS;ADESIVO BOPP TRANSPARENTE COM TINTA BRANCA - 120g;4X0;109;50;135 x 135;2;R$ 62,99
ROT21;RÓTULOS;ADESIVO BOPP TRANSPARENTE COM TINTA BRANCA - 120g;4X0;219;100;135 x 135;2;R$ 116,99
ROT22;RÓTULOS;ADESIVO BOPP TRANSPARENTE COM TINTA BRANCA - 120g;4X0;547;250;135 x 135;2;R$ 274,99
ROT23;RÓTULOS;ADESIVO BOPP TRANSPARENTE COM TINTA BRANCA - 120g;4X0;1094;500;135 x 135;2;R$ 545,50
ROT24;RÓTULOS;ADESIVO BOPP TRANSPARENTE COM TINTA BRANCA - 120g;4X0;2187;1000;135 x 135;2;R$ 1.079,50
ROT25;RÓTULOS;ADESIVO BOPP TRANSPARENTE COM TINTA BRANCA - 120g;4X0;12;20;50 x 100;2;R$ 17,50
ROT26;RÓTULOS;ADESIVO BOPP TRANSPARENTE COM TINTA BRANCA - 120g;4X0;30;50;50 x 100;2;R$ 26,99
ROT27;RÓTULOS;ADESIVO BOPP TRANSPARENTE COM TINTA BRANCA - 120g;4X0;60;100;50 x 100;2;R$ 51,99
ROT28;RÓTULOS;ADESIVO BOPP TRANSPARENTE COM TINTA BRANCA - 120g;4X0;150;250;50 x 100;2;R$ 128,99
ROT29;RÓTULOS;ADESIVO BOPP TRANSPARENTE COM TINTA BRANCA - 120g;4X0;300;500;50 x 100;2;R$ 248,99
ROT30;RÓTULOS;ADESIVO BOPP TRANSPARENTE COM TINTA BRANCA - 120g;4X0;600;1000;50 x 100;2;R$ 458,99
ROT31;RÓTULOS;ADESIVO BOPP TRANSPARENTE COM TINTA BRANCA - 120g;4X0;22;20;90 x 100;2;R$ 20,99
ROT32;RÓTULOS;ADESIVO BOPP TRANSPARENTE COM TINTA BRANCA - 120g;4X0;54;50;90 x 100;2;R$ 43,99
ROT33;RÓTULOS;ADESIVO BOPP TRANSPARENTE COM TINTA BRANCA - 120g;4X0;108;100;90 x 100;2;R$ 86,99
ROT34;RÓTULOS;ADESIVO BOPP TRANSPARENTE COM TINTA BRANCA - 120g;4X0;270;250;90 x 100;2;R$ 186,99
ROT35;RÓTULOS;ADESIVO BOPP TRANSPARENTE COM TINTA BRANCA - 120g;4X0;540;500;90 x 100;2;R$ 333,99
ROT36;RÓTULOS;ADESIVO BOPP TRANSPARENTE COM TINTA BRANCA - 120g;4X0;1080;1000;90 x 100;2;R$ 593,50
ROT37;RÓTULOS;ADESIVO BOPP TRANSPARENTE - 120g;4X0;44;20;135 x 135;2;R$ 29,99
ROT38;RÓTULOS;ADESIVO BOPP TRANSPARENTE - 120g;4X0;109;50;135 x 135;2;R$ 59,99
ROT39;RÓTULOS;ADESIVO BOPP TRANSPARENTE - 120g;4X0;219;100;135 x 135;2;R$ 109,99
ROT40;RÓTULOS;ADESIVO BOPP TRANSPARENTE - 120g;4X0;547;250;135 x 135;2;R$ 264,99
ROT41;RÓTULOS;ADESIVO BOPP TRANSPARENTE - 120g;4X0;1094;500;135 x 135;2;R$ 524,50
ROT42;RÓTULOS;ADESIVO BOPP TRANSPARENTE - 120g;4X0;2187;1000;135 x 135;2;R$ 1.039,50
ROT45;RÓTULOS;ADESIVO BOPP TRANSPARENTE - 120g;4X0;12;20;50 x 100;2;R$ 15,50
ROT46;RÓTULOS;ADESIVO BOPP TRANSPARENTE - 120g;4X0;30;50;50 x 100;2;R$ 28,99
ROT47;RÓTULOS;ADESIVO BOPP TRANSPARENTE - 120g;4X0;60;100;50 x 100;2;R$ 41,99
ROT48;RÓTULOS;ADESIVO BOPP TRANSPARENTE - 120g;4X0;150;250;50 x 100;2;R$ 91,99
ROT49;RÓTULOS;ADESIVO BOPP TRANSPARENTE - 120g;4X0;300;500;50 x 100;2;R$ 174,99
ROT50;RÓTULOS;ADESIVO BOPP TRANSPARENTE - 120g;4X0;600;1000;50 x 100;2;R$ 340,99
ROT51;RÓTULOS;ADESIVO BOPP TRANSPARENTE - 120g;4X0;22;20;90 x 100;2;R$ 17,99
ROT52;RÓTULOS;ADESIVO BOPP TRANSPARENTE - 120g;4X0;54;50;90 x 100;2;R$ 36,99
ROT53;RÓTULOS;ADESIVO BOPP TRANSPARENTE - 120g;4X0;108;100;90 x 100;2;R$ 71,99
ROT54;RÓTULOS;ADESIVO BOPP TRANSPARENTE - 120g;4X0;270;250;90 x 100;2;R$ 126,99
ROT55;RÓTULOS;ADESIVO BOPP TRANSPARENTE - 120g;4X0;540;500;90 x 100;2;R$ 247,99
ROT56;RÓTULOS;ADESIVO BOPP TRANSPARENTE - 120g;4X0;1080;1000;90 x 100;2;R$ 455,50
RPCO100;RÓTULOS;ADESIVO PAPEL - 80g;4X0;108;100;90 x 100;2;R$ 33,99
RPCO20;RÓTULOS;ADESIVO PAPEL - 80g;4X0;22;20;90 x 100;2;R$ 15,99
RPCO250;RÓTULOS;ADESIVO PAPEL - 80g;4X0;270;250;90 x 100;2;R$ 77,99
RPCO50;RÓTULOS;ADESIVO PAPEL - 80g;4X0;54;50;90 x 100;2;R$ 22,99
RPCO500;RÓTULOS;ADESIVO PAPEL - 80g;4X0;540;500;90 x 100;2;R$ 133,99
RPCR100;RÓTULOS;ADESIVO PAPEL - 80g;4X0;139;96;110 x 105;2;R$ 48,99
RPCR20;RÓTULOS;ADESIVO PAPEL - 80g;4X0;28;16;110 x 105;2;R$ 16,99
RPCR250;RÓTULOS;ADESIVO PAPEL - 80g;4X0;347;248;110 x 105;2;R$ 108,99
RPCR50;RÓTULOS;ADESIVO PAPEL - 80g;4X0;69;48;110 x 105;2;R$ 29,99
RPCR500;RÓTULOS;ADESIVO PAPEL - 80g;4X0;693;496;110 x 105;2;R$ 208,00
RP13100C;RÓTULOS;ADESIVO PAPEL - 80g;4X0;2187;1000;135 x 135;2;R$ 680,50
RP1313100C;RÓTULOS;ADESIVO PAPEL - 80g;4X0;219;100;135 x 135;2;R$ 78,99
RP131320C;RÓTULOS;ADESIVO PAPEL - 80g;4X0;44;20;135 x 135;2;R$ 19,99
RP1313250C;RÓTULOS;ADESIVO PAPEL - 80g;4X0;547;250;135 x 135;2;R$ 192,99
RP1313500C;RÓTULOS;ADESIVO PAPEL - 80g;4X0;1094;500;135 x 135;2;R$ 368,50
RP131350C;RÓTULOS;ADESIVO PAPEL - 80g;4X0;109;50;135 x 135;2;R$ 40,99
RP5101000C;RÓTULOS;ADESIVO PAPEL - 80g;4X0;600;1000;50 x 100;2;R$ 257,99
RP510100C;RÓTULOS;ADESIVO PAPEL - 80g;4X0;60;100;50 x 100;2;R$ 34,99
RP51020C;RÓTULOS;ADESIVO PAPEL - 80g;4X0;12;20;50 x 100;2;R$ 11,50
RP510250C;RÓTULOS;ADESIVO PAPEL - 80g;4X0;150;250;50 x 100;2;R$ 78,99
RP510500C;RÓTULOS;ADESIVO PAPEL - 80g;4X0;300;500;50 x 100;2;R$ 147,99
RP51050C;RÓTULOS;ADESIVO PAPEL - 80g;4X0;30;50;50 x 100;2;R$ 17,99
RP9101000C;RÓTULOS;ADESIVO PAPEL - 80g;4X0;1080;1000;90 x 100;2;R$ 334,50
RP9101A;RÓTULOS;ADESIVO PAPEL - 80g;4X0;108;100;90 x 100;2;R$ 48,99
RP91020C;RÓTULOS;ADESIVO PAPEL - 80g;4X0;22;20;90 x 100;2;R$ 14,99
RP910250C;RÓTULOS;ADESIVO PAPEL - 80g;4X0;270;250;90 x 100;2;R$ 87,99
RP910500C;RÓTULOS;ADESIVO PAPEL - 80g;4X0;540;500;90 x 100;2;R$ 195,99
RP91050C;RÓTULOS;ADESIVO PAPEL - 80g;4X0;54;50;90 x 100;2;R$ 26,99
SACOCHILA;;;;;;;;
Código;Categoria;Descrição do Serviço;Cores;Peso;Qtde;Tam;Prazo;Preço R$
SACOCHGG1;SACOCHILA;SACOCHILA - TACTEL - 10g;4X0;61;1;400 x 970;5;R$ 19,70
SACOCHGG2;SACOCHILA;SACOCHILA - TACTEL - 10g;4X0;305;5;400 x 970;5;R$ 79,34
SACOCHGG3;SACOCHILA;SACOCHILA - TACTEL - 10g;4X0;610;10;400 x 970;5;R$ 151,76
SACOCHGG4;SACOCHILA;SACOCHILA - TACTEL - 10g;4X0;1525;25;400 x 970;5;R$ 367,96
SACOCHGG5;SACOCHILA;SACOCHILA - TACTEL - 10g;4X0;3050;50;400 x 970;5;R$ 715,15
SACOCHGG6;SACOCHILA;SACOCHILA - TACTEL - 10g;4X0;6100;100;400 x 970;7;R$ 1.397,81
SACOCHM1;SACOCHILA;SACOCHILA - TACTEL - 10g;4X0;41;1;330 x 830;5;R$ 17,57
SACOCHM2;SACOCHILA;SACOCHILA - TACTEL - 10g;4X0;205;5;330 x 830;5;R$ 69,76
SACOCHM3;SACOCHILA;SACOCHILA - TACTEL - 10g;4X0;410;10;330 x 830;5;R$ 132,59
SACOCHM4;SACOCHILA;SACOCHILA - TACTEL - 10g;4X0;1025;25;330 x 830;5;R$ 317,36
SACOCHM5;SACOCHILA;SACOCHILA - TACTEL - 10g;4X0;2050;50;330 x 830;5;R$ 621,43
SACOCHM6;SACOCHILA;SACOCHILA - TACTEL - 10g;4X0;4100;100;330 x 830;7;R$ 1.215,15
SACOCHP1;SACOCHILA;SACOCHILA - TACTEL - 10g;4X0;33;1;270 x 630;5;R$ 15,44
SACOCHP2;SACOCHILA;SACOCHILA - TACTEL - 10g;4X0;165;5;270 x 630;5;R$ 59,11
SACOCHP3;SACOCHILA;SACOCHILA - TACTEL - 10g;4X0;330;10;270 x 630;5;R$ 115,55
SACOCHP4;SACOCHILA;SACOCHILA - TACTEL - 10g;4X0;825;25;270 x 630;5;R$ 279,02
SACOCHP5;SACOCHILA;SACOCHILA - TACTEL - 10g;4X0;1650;50;270 x 630;5;R$ 543,68
SACOCHP6;SACOCHILA;SACOCHILA - TACTEL - 10g;4X0;3300;100;270 x 630;7;R$ 1.060,21
SACOLAS E SACOS;;;;;;;;
Código;Categoria;Descrição do Serviço;Cores;Peso;Qtde;Tam;Prazo;Preço R$
SACDUP0091;SACOLAS E SACOS;SACOLA DUPLEX 191G BRANCO - 191g;4X0;27973;250;553 x 910;15;R$ 1.933,25
SACDUP0092;SACOLAS E SACOS;SACOLA DUPLEX 191G BRANCO - 191g;4X0;55946;500;553 x 910;15;R$ 2.808,49
SACDUP0093;SACOLAS E SACOS;SACOLA DUPLEX 191G BRANCO - 191g;4X0;111892;1000;553 x 910;7;R$ 4.313,16
SACDUP0094;SACOLAS E SACOS;SACOLA DUPLEX 191G BRANCO - 191g;4X0;279731;2500;553 x 910;7;R$ 9.166,87
SACDUP0095;SACOLAS E SACOS;SACOLA DUPLEX 191G BRANCO - 191g;4X0;559461;5000;553 x 910;7;R$ 17.203,86
SACDUP0096;SACOLAS E SACOS;SACOLA DUPLEX 191G BRANCO - 191g;4X0;1118923;10000;553 x 910;7;R$ 32.938,16
